data_no,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,country,admin1,admin2,location,latitude,longitude,source,notes,fatalities,timestamp
56721,21-Oct-18,2018,Protests,Peaceful protest,Protesters (Brazil),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Universal (Mexico),"On 21 October 2018, in Cuauhtemoc, Ciudad de Mexico, about 200 Brazilian citizens staged a demonstration at the Angel de la Independencia monument against the presidential candidate of the Liberal Social Party Jair Bolsonaro, warning of the consequences of his possible victory in the elections. [size=about 200]",0,1612548856
56722,21-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),FNPF: National Front for Family,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Mural,"On 21 October 2018, in Ciudad de Mexico-Cuauhtemoc, Distrito Federal, members of the National Front for Family held a demonstration in front of Andres Manuel Lopez Obrador's offices, in Colonia Roma, to reject the legalization of abortion. [size=no report]",0,1612548856
56733,21-Oct-18,2018,Battles,Armed clash,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Alvaro Obregon,Ciudad de Mexico - Alvaro Obregon,19.3908,-99.1954,El Norte,"On 21 October 2018, 3 unidentified armed actors attacked the house of the Emeritus Archbishop of the Mexico Archdiocese in Florida neighbourhood, Alvaro Obregon borough (Alvaro Obregon, Ciudad de Mexico). When trying to enter the house, they clashed with a police officer in charge of the security and custody of the Emeritus Archbishop. As a result of the event, the police officer died and an unidentified armed actor was injured. The motive and perpetrators behind the attack are still unknown.",1,1612548856
56744,21-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),Teachers (Mexico),Mexico,Distrito Federal,Coyoacan,Ciudad de Mexico - Coyoacan,19.3502,-99.1621,Reforma,"On 21 October 2018, teachers from cultural centres and swimming pools in Coyoacan staged a demonstration in front of the City Hall of Coyoacan borough (Coyoacan, Ciudad de Mexico) to demand the payment of their wages, which was supposed to be settled by 17 October. [size=no report]",0,1612548856
56750,20-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Metro Mx,"On 20 October 2018, in Ciudad de Mexico-Cuauhtemoc, Distrito Federal, some 400 people summoned by the A21 Civil Association peacefully walked from the Monument to the Revolution to the Angel of Independence to protest against human trafficking [size=some 400]",0,1612548856
56757,20-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Universal (Mexico),"On 20 October 2018 (as reported), in Cuauhtemoc, Ciudad de Mexico, a group of cyclists took to the streets in Mexico city, marching from the Monumento a la Revolucion to the Penon-Texcoco highway, as a demonstration against the construction of the new airport. [size=no report]",0,1612548856
56772,20-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico); PRD: Democratic Revolutionary Party,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 20 October 2018, in Ciudad de Mexico-Cuauhtemoc, Distrito Federal, about 30 affiliates of the PRD Workers Union Syndicate broke into the party's National Council to demand that its national president reverse a cut in personnel. [size=around 30]",0,1612548856
56776,20-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),FNPF: National Front for Family,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Universal (Mexico),"On 20 October 2018, in Ciudad de Mexico-Cuauhtemoc, Distrito Federal, around 300 people, convened by the FNPF, staged a demonstration at Monumento a la Madre, in Mexico City, to demand Congress to withdraw the legislative agenda on abortion. [size=around 300]",0,1612548856
56778,20-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Alvaro Obregon,Ciudad de Mexico - Alvaro Obregon,19.3908,-99.1954,La Jornada,"Around 20 October 2018 (as reported), 500 people staged a demonstration outside the headquarters of the Mexico City Airport Group, in the San Angel neighbourhood, Alvaro Obregon borough (Alvaro Obregon, Ciudad de Mexico), against the New Mexico International Airport, claiming it will have serious environmental and social consequences. [size=500]",0,1612548856
56817,19-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,La Jornada,"On 19 October 2018, in Ciudad de Mexico-Cuauhtemoc, Distrito Federal, members of Damnificados Unidos de Ciudad de Mexico protested in Colonia Obrera to express their disagreement with the performance of the Institute for Construction Safety. [size=no report]",0,1612548856
56847,18-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Coyoacan,Ciudad de Mexico - Coyoacan,19.3502,-99.1621,La Jornada,"On 18 October 2018, in Ciudad de Mexico-Coyoacan, Distrito Federal, a group of people with covered faces took the National School of Social Work to reject gender based violence, particularly the alleged rape of a student. [size=no report]",0,1612548856
56872,18-Oct-18,2018,Riots,Mob violence,Rioters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Reforma,"Around 18 October 2018 (as reported), in Cuauhtemoc, Ciudad de Mexico, 5 vendors (including a woman) beat 2 police officers at Mixiuhca station in Mexico City, after the police officers denied them access through an area. [size=5]",0,1612548856
56882,18-Oct-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),,Mexico,Distrito Federal,Coyoacan,Ciudad de Mexico - Coyoacan,19.3502,-99.1621,Metro Mx,"On 18 October 2018, in Ciudad de Mexico-Coyoacan, Distrito Federal, a young man was shot dead by unidentified armed actors in a van while riding his motorbike (drive-by). The motive and perpetrators behind the killing are unknown.",1,1612548856
56924,17-Oct-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Miguel Hidalgo,Ciudad de Mexico - Miguel Hidalgo,19.4073,-99.1908,Metro Mx,"On 17 October 2018, in Ciudad de Mexico-Miguel Hidalgo, Distrito Federal, several armed individuals killed the driver of a vehicle in Colonia Lomas de Chapultepec.",1,1612548857
56937,16-Oct-18,2018,Battles,Armed clash,Unidentified Gang (Mexico),,Mexico,Distrito Federal,Gustavo A. Madero,Ciudad de Mexico - Gustavo A. Madero,19.4829,-99.1135,El Universal (Mexico),"Around 16 October 2018 (as reported), a 20-year-old drug dealer was abducted from his house, tortured, beaten and killed by unidentified armed actors in Gustavo A. Madero borough (Gustavo A. Madero, Ciudad de Mexico). The police forces believe the killing is linked to settling of scores between groups of drug dealers in the area.",1,1612548857
56951,16-Oct-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Iztapalapa,Ciudad de Mexico - Iztapalapa,19.359,-99.0926,Sin Embargo,"On 16 October 2018, in Ciudad de Mexico-Iztapalapa, Distrito Federal, two men died and another was wounded during an attack carried out by several armed men who were traveling in a van in the streets of Colonia Santa Maria Tomatlan. The identities of the victims and the attackers are unknown.",2,1612548857
56955,16-Oct-18,2018,Riots,Violent demonstration,Rioters (Mexico),,Mexico,Distrito Federal,Gustavo A. Madero,Ciudad de Mexico - Gustavo A. Madero,19.4829,-99.1135,El Universal (Mexico); Zona Franca,"On 16 October 2018, in Ciudad de Mexico-Gustavo A. Madero, Distrito Federal, parents of the Marcellin Champagnat kindergarten staged a demonstration outside the kindergarten and then blocked Loreto Fabela avenue to demand the authorities to arrest a kindergarten employee who allegedly sexually abused of 37 children. As the police forces intervened to disperse the demonstration, they clashed with the demonstrators, who resisted. [size=no report]",0,1612548857
57001,15-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,24 Horas (Mexico),"On 15 October 2018, in Ciudad de Mexico-Cuauhtemoc, Distrito Federal, a group of parents of the victims of the News Divine protested at the entrance of the Office of the Attorney General to demand justice. [size=no report]",0,1612548857
57005,15-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),Farmers (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,La Jornada,"On 15 October 2018, in Ciudad de Mexico-Cuauhtemoc, Distrito Federal, farmers from different states affiliated with El Campo es de Todos protested on Constituyentes Avenue, near the Ministry of Finance and Public Credit (SHCP), to demand that resources owed to them be paid. [size=no report]",0,1612548857
57011,15-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,La Jornada,"On 15 October 2018, in Ciudad de Mexico-Cuauhtemoc, Distrito Federal, members of Agua para Todos protested in front of the facilities of the National Water Commission to demand the resource not to be privatized. [size=no report]",0,1612548857
57016,14-Oct-18,2018,Battles,Armed clash,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Gustavo A. Madero,Ciudad de Mexico - Gustavo A. Madero,19.4829,-99.1135,El Universal (Mexico),"On 14 October 2018, in Ciudad de Mexico-Gustavo A. Madero, Distrito Federal, an alleged drug dealer was shot dead in the head in Colonia La Pastora. The attacker fled with an accomplice on a motorcycle.",1,1612548857
57041,14-Oct-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 14 October 2018, in Ciudad de Mexico-Cuauhtemoc, Distrito Federal, two employees of a bar were wounded by armed individuals in Colonia Obrera. Three people allegedly involved in the crime were immediately captured by the police.",0,1612548857
57047,13-Oct-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Gustavo A. Madero,Ciudad de Mexico - Gustavo A. Madero,19.4829,-99.1135,Metro Mx,"On 13 October 2018, in Ciudad de Mexico-Gustavo A. Madero, Distrito Federal, a man was killed by two individuals in Colonia Defensores de la Republica while driving a vehicle. The perpetrators closed the way, got out of their vehicles and opened fire. The identities of the victim and the attackers are unknown.",1,1612548857
57054,13-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),Students (Mexico),Mexico,Distrito Federal,Venustiano Carranza,Ciudad de Mexico - Venustiano Carranza,19.4193,-99.1137,El Universal (Mexico),"On 13 October 2018, in Ciudad de Mexico-Venustiano Carranza, Distrito Federal, students from various schools in the country protested in the Chamber of Deputies to demand a larger budget for public education and the repeal of the educational reform, among other demands. [size=no report]",0,1612548857
57079,13-Oct-18,2018,Riots,Mob violence,Rioters (Mexico),Vigilante Group (Mexico),Mexico,Distrito Federal,Iztacalco,Ciudad de Mexico - Iztacalco,19.3959,-99.0976,Metro Mx,"On 13 October 2018, in Ciudad de Mexico-Iztacalco, Distrito Federal, a man was killed and another was seriously injured. The victims allegedly assaulted a bus and were then hit by a group of passengers. [size=no report]",1,1612548857
57087,12-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Universal (Mexico),"Around 12 October 2018 (as reported), in Cuauhtemoc, Ciudad de Mexico, Senate staff members staged a demonstration in front of the headquarters of the Senate, against the austerity program which has reduced their salaries and benefits, and frozen staff vacancies. [size=no report]",0,1612548857
57088,12-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),Students (Mexico),Mexico,Distrito Federal,Venustiano Carranza,Ciudad de Mexico - Venustiano Carranza,19.4193,-99.1137,Milenio,"On 12 October 2018, in Ciudad de Mexico-Venustiano Carranza, Distrito Federal, nearly 300 students from various universities protested in front of the Congress of the Union to demand free education and the democratization of all educational institutions in the country. [size=nearly 300]",0,1612548857
57112,12-Oct-18,2018,Riots,Mob violence,Rioters (Mexico),Vigilante Group (Mexico),Mexico,Distrito Federal,Iztapalapa,Ciudad de Mexico - Iztapalapa,19.359,-99.0926,Entorno Informativo; Reforma,"On 12 October 2018, in Itzapalapa, Ciudad de Mexico, 2 alleged thieves were beaten by the passengers on the bus that they were trying to rob. As a result of the beating, one of them died and the other was severely injured. [size=no report]",1,1612548857
57113,12-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Venustiano Carranza,Ciudad de Mexico - Venustiano Carranza,19.4193,-99.1137,El Norte; Reforma,"On 12 October 2018, in Ciudad de Mexico-Venustiano Carranza, Distrito Federal, barely 20 people who oppose the construction of a new airport in Texcoco blocked access to the work in Colonia Penon de los Banos. [size=barely 20]",0,1612548857
57114,12-Oct-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),,Mexico,Distrito Federal,Alvaro Obregon,Ciudad de Mexico - Alvaro Obregon,19.3908,-99.1954,El Universal (Mexico),"On 12 October 2018, 2 men were shot dead by armed men in taxi (drive-by) in Lomas de Becerra neighbourhood, Alvaro Obregon borough (Alvaro Obregon, Ciudad de Mexico). The motive and perpetrators behind the killing are still unknown.",2,1612548857
57119,12-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,La Jornada,"Around 12 October 2018 (as reported), in Cuauhtemoc, Ciudad de Mexico, neighbourhood organizations took to the streets, marching from Hemiciclo a Benito Juarez to Congress, to demand the city government to shut down mega constructions in the city and punish those responsible for violating the laws. [size=no report]",0,1612548857
57137,12-Oct-18,2018,Riots,Mob violence,Rioters (Mexico),Vigilante Group (Mexico),Mexico,Distrito Federal,Benito Juarez,Ciudad de Mexico - Benito Juarez,19.372,-99.1579,La Silla Rota,"On 12 October 2018, in Ciudad de Mexico-Benito Juarez, Distrito Federal, a man was about to be lynched in Colonia Santa Cruz Atoya after allegedly stealing a woman's phone. The man was rescued by police from the Ministry of Public Security. [size=no report]",0,1612548857
57152,11-Oct-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Miguel Hidalgo,Ciudad de Mexico - Miguel Hidalgo,19.4073,-99.1908,Metro Toluca,"On 11 October 2018, in Ciudad de Mexico-Miguel Hidalgo, Distrito Federal, two men were arrested for shooting a person in Colonia Daniel Garza. No injuries nor fatalities were reported.",0,1612548857
57175,11-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),Teachers (Mexico),Mexico,Distrito Federal,Venustiano Carranza,Ciudad de Mexico - Venustiano Carranza,19.4193,-99.1137,El Norte,"On 11 October 2018, in Ciudad de Mexico-Venustiano Carranza, Distrito Federal, about 250 people affiliated with unions of educators and other organizations protested in front of the Chamber of Deputies to demand a bigger budget for the universities, fulfilment of union contracts, and salary improvements. [size=around 250]",0,1612548857
57180,11-Oct-18,2018,Battles,Armed clash,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Benito Juarez,Ciudad de Mexico - Benito Juarez,19.372,-99.1579,Metro Mx,"On 11 October 2018, in Ciudad de Mexico-Benito Juarez, Distrito Federal, an alleged member of the Sinaloa Cartel was killed by an unknown armed individual while traveling in his vehicle in Colonia Narvarte Piedad.",1,1612548857
57192,10-Oct-18,2018,Protests,Protest with intervention,Protesters (Mexico),Taxi/Bus Drivers (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Universal (Mexico),"Around 10 October 2018 (as reported), in Cuauhtemoc, Ciudad de Mexico, taxi drivers staged a demonstration blocking Jalisco Avenue next to the Tacubaya Metro Station, against police extortion. Demonstrators were dispersed by the police forces, who re-opened transit in Jalisco Avenue. [size=no report]",0,1612548857
57194,10-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),Farmers (Mexico),Mexico,Distrito Federal,Benito Juarez,Ciudad de Mexico - Benito Juarez,19.372,-99.1579,Reforma,"On 10 October 2018, farmers staged a demonstration outside the headquarters of the Agriculture and Rural Development Secretariat in Benito Juarez borough (Benito Juarez, Ciudad de Mexico), blocking Axis 7 road. The motive behind the demonstration is unknown. [size=no report]",0,1612548857
57206,10-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),Taxi/Bus Drivers (Mexico),Mexico,Distrito Federal,Miguel Hidalgo,Ciudad de Mexico - Miguel Hidalgo,19.4073,-99.1908,Publimetro Mexico,"On 10 October 2018, in Ciudad de Mexico-Miguel Hidalgo, Distrito Federal, a group of taxi drivers blocked Avenida Jalisco at the level of the Tacubaya Metro to protest the hauling of a taxi by a tow truck from the traffic authorities. [size=no report]",0,1612548857
57214,10-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),CNTE: National Coordination of Education Workers; Teachers (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 10 October 2018, in Ciudad de Mexico-Cuauhtemoc, Distrito Federal, a group of teachers affiliated with the National Coordination of Education Workers (CNTE) protested in front of the Senate of the Republic to reject the education reform. [size=no report]",0,1612548857
57219,10-Oct-18,2018,Battles,Armed clash,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Alvaro Obregon,Ciudad de Mexico - Alvaro Obregon,19.3908,-99.1954,Milenio,"On 10 October 2018, in Ciudad de Mexico-Alvaro Obregon, Distrito Federal, an alleged drug dealer was killed near his house on the corner of 20 and 8 streets by a man who approached him and after an exchange of words shot him in the forehead and fled.",1,1612548857
57229,10-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Sol de Sinaloa,"On 10 October 2018, in Ciudad de Mexico-Cuauhtemoc, Distrito Federal, a group of artists demonstrated at the entrance of the National Institute of Copyright to demand the dismissal of executives who allegedly confer stage names of bands that are deemed not original enough. [size=no report]",0,1612548857
57243,9-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,La Jornada,"Around 9 October 2018 (as reported), in Cuauhtemoc, Ciudad de Mexico, a group of workers from Nacional Monte de Piedad institution marched to demonstrate against repression and the dismissal of workers affiliated with an independent union. Demonstrators also demanded the respect of the right to freedom of association according to the International Labour Organization. [size=no report]",0,1612548857
57245,9-Oct-18,2018,Riots,Mob violence,Rioters (Mexico),Vigilante Group (Mexico),Mexico,Distrito Federal,Gustavo A. Madero,Ciudad de Mexico - Gustavo A. Madero,19.4829,-99.1135,SDP Noticias,"On 9 October 2018, in Ciudad de Mexico-Gustavo A. Madero, Distrito Federal, an alleged thief was stripped naked, tied up, and beaten by a group of residents of Colonia San Felipe de Jesus. The man had been accused of assaulting, along with two other accomplices, two women in a bus station. [size=no report]",0,1612548857
57266,9-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico); SNDTSC: National Democratic Union for Workers from the Culture Secretariat,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,24 Horas (Mexico); El Universal (Mexico),"On 9 October 2018, in Cuauhtemoc, Ciudad de Mexico, 100 workers from the Culture Secretariat affiliated with SNDTSC staged a demonstration in front of the office of President Andres Manuel Lopez Obrador to demand increased benefits and salaries, as well as the release of union dues. [size=100]",0,1612548857
57278,9-Oct-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),,Mexico,Distrito Federal,Venustiano Carranza,Ciudad de Mexico - Venustiano Carranza,19.4193,-99.1137,Milenio,"On 9 October 2018, in Ciudad de Mexico-Venustiano Carranza, Distrito Federal, 2 individuals riding a motorcycle shot and killed a merchant in a business located in Colonia Merced Balbuena. Another merchant was injured during the attack.",1,1612548857
57289,8-Oct-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Miguel Hidalgo,Ciudad de Mexico - Miguel Hidalgo,19.4073,-99.1908,24 Horas (Mexico),"On 8 October 2018, in Ciudad de Mexico-Miguel Hidalgo, Distrito Federal, unknown subjects shot dead the son of an ex-consul and faculty member of the National Autonomous University of Mexico in Colonia San Miguel Chapultepec.",1,1612548857
57298,8-Oct-18,2018,Riots,Mob violence,Rioters (Mexico),Vigilante Group (Mexico),Mexico,Distrito Federal,Gustavo A. Madero,Ciudad de Mexico - Gustavo A. Madero,19.4829,-99.1135,Entorno Informativo,"On 8 October 2018, in Ciudad de Mexico-Gustavo A. Madero, Distrito Federal, a group of merchants and settlers beat, stripped, and tied a man to a pole who allegedly robbed passengers on a bus. The man was rescued by the Police. [size=no report]",0,1612548857
57300,8-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),Farmers (Mexico); FAC: Authentic Countryside Front,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,La Jornada,"On 8 October 2018, in Cuauhtemoc, Ciudad de Mexico, farmers members of the FAC staged a demonstration in front of the Agriculture, Livestock and Rural Development Secretariat in Mexico City to demand the payment of multiple programs. [size=no report]",0,1612548857
57303,8-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),Farmers (Mexico); Fishermen (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,La Jornada,"On 8 October 2018, in Cuauhtemoc, Ciudad de Mexico, fishers and farmers took to streets in Mexico city, marching from Angel de la Independencia towards the residence of the president of Mexico, to demand a subsidies for the oil spill of British Petroleum in 2010, claiming that since then their work has decreased. [size=no report]",0,1612548857
57307,8-Oct-18,2018,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Gustavo A. Madero,Ciudad de Mexico - Gustavo A. Madero,19.4829,-99.1135,Publimetro Mexico,"On 8 October 2018, in Ciudad de Mexico-Gustavo A. Madero, Distrito Federal, at least two individuals participated in the kidnapping of a man in Colonia Siete de Julio. Police officers rescued the victim and took the suspects into custody.",0,1612548857
57338,8-Oct-18,2018,Riots,Violent demonstration,Rioters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Gustavo A. Madero,Ciudad de Mexico - Gustavo A. Madero,19.4829,-99.1135,El Proceso,"On 8 October 2018, in Ciudad de Mexico-Gustavo A. Madero, Distrito Federal, merchants and elements of the Grenadier Group of the Ministry of Public Security clashed in front of the Basilica of Guadalupe due to an operation carried out by the Institute of Administrative Verification to recover 98 posts and place activity suspension stamps. The merchants claimed to be the legitimate owners of the establishments, so they tried to avoid the operation, and in the face of resistance, the grenadiers intervened to disperse demonstrators. [size=no report]",0,1612548858
57344,7-Oct-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),,Mexico,Distrito Federal,Gustavo A. Madero,Ciudad de Mexico - Gustavo A. Madero,19.4829,-99.1135,Metro Toluca,"On 7 October 2018, in Ciudad de Mexico-Gustavo A. Madero, Distrito Federal, the lifeless body of a homeless man was found inside a pipe. The victim had head injuries, allegedly caused by a stabbing weapon, and had a bow tied around his neck and hands.",1,1612548858
57368,6-Oct-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,La Jornada,"On 6 October 2018, in Cuauhtemoc, Ciudad de Mexico, the body of a man was found wrapped in a plastic bag in Paraguay street. The details, motive and perpetrators behind the killing are still unknown. 1 fatality.",1,1612548858
57369,6-Oct-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),,Mexico,Distrito Federal,Gustavo A. Madero,Ciudad de Mexico - Gustavo A. Madero,19.4829,-99.1135,Entorno Informativo,"On 6 October 2018, in Ciudad de Mexico-Gustavo A. Madero, Distrito Federal, a man was shot to death and one more was injured by unknown attackers in Colonia Loma La Palma. The place where the event occurred is known as a drug selling point.",1,1612548858
57370,6-Oct-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,La Jornada,"On 6 October 2018, in Ciudad de Mexico-Cuauhtemoc, Distrito Federal, the body of a man who had been tortured was found in the Indios Verdes area. The details, motive and perpetrators behind the killing are still unknown.",1,1612548858
57399,5-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Xochimilco,Ciudad de Mexico - Xochimilco,19.2635,-99.1049,El Norte,"On 5 October 2018, in Ciudad de Mexico-Xochimilco, Distrito Federal, some 200 people protested in front of 32nd Court to demand the release of a student from UNAM High School 6, who was imprisoned in 2014. The campaign involved the Luis Fernando Free Campaign and AEQUUS Collective - Promotion and Defense of Human Rights [size=some 200]",0,1612548858
57407,5-Oct-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),,Mexico,Distrito Federal,Gustavo A. Madero,Ciudad de Mexico - Gustavo A. Madero,19.4829,-99.1135,Milenio,"On 5 October 2018, in Ciudad de Mexico-Gustavo A. Madero, Distrito Federal, a lifeless body was found with plastic bags on the head and hands tied with a wire in Colonia Lomas La Palma. The identities of the victim and the attackers are unknown.",1,1612548858
57423,5-Oct-18,2018,Protests,Protest with intervention,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,24 Horas (Mexico); Reforma,"On 5 October 2018, in Cuauhtemoc, Ciudad de Mexico, 60 parents from Heroes de Chapultepec High School blocked the 3 lanes of Chapultepec Avenue, in Roma Norte neighbourhood, as part of a protest against the lack of teachers and the extension of the school day. The police forces intervened and displaced the demonstrators, preventing them from blocking the street again. [size=60]",0,1612548858
57448,4-Oct-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),,Mexico,Distrito Federal,Azcapotzalco,Ciudad de Mexico - Azcapotzalco,19.4841,-99.1844,Metro Mx,"On 4 October 2018, in Ciudad de Mexico-Azcapotzalco, Distrito Federal, the lifeless body of a man was found inside a taxi in Colonia San Sebastian. The victim had a gunshot wound to the head and his hands were tied.",1,1612548858
57472,4-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Norte,"On 4 October 2018, in Ciudad de Mexico-Cuauhtemoc, Distrito Federal, a group of 30 people protested in front of the Senate visitors access door to ask a legislator, coordinator of Morena, that the Youth and Sports Commission be chaired by another representative. [size=30]",0,1612548858
57473,4-Oct-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),,Mexico,Distrito Federal,Gustavo A. Madero,Ciudad de Mexico - Gustavo A. Madero,19.4829,-99.1135,Milenio,"On 4 October 2018, in Ciudad de Mexico-Gustavo A. Madero, Distrito Federal, a person walking on Teoloyucan-Chalmita Avenue and Teoloyucan Return was killed in a drive-by shooting by subjects traveling on a motorcycle.",1,1612548858
57487,4-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),Students (Mexico),Mexico,Distrito Federal,Coyoacan,Ciudad de Mexico - Coyoacan,19.3502,-99.1621,Animal Politico,"On 4 October 2018, in Ciudad de Mexico-Coyocan, Distrito Federal, about 300 students of the Autonomous University of Mexico blocked the Dean's Tower for two hours because the Dean did not personally receive a list of petitions related to gender-based violence, campus security, and the 'democratization of the university'. [size=about 300]",0,1612548858
57499,4-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),Students (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Universal (Mexico),"On 4 October 2018, in Cuauhtemoc, Ciudad de Mexico, between 50 and 70 students from the National Autonomous University of Mexico and members of the Interuniversity Assembly marched to demand improvements and to present a list of demands. [size=50]",0,1612548858
